<html><head>
<meta http-equiv="content-type" content="text/html; charset=windows-1252"></head><body><font class="Normal"><b>0 - 48287</b> résultats <font class="Normal">sur un total de <b>48287</b> mots correspondant à votre requête</font><br><br> <pre>ortho	lemme	freqlivres	freqlemfilms2	orthosyll	
surface	surface	51.49	22.70	sur-fa-ce	
choix	choix	51.42	113.35	choix	
comte	comte	51.42	27.36	com-te	
roman	roman	51.28	23.73	ro-man	
juin	juin	51.28	13.40	juin	
course	course	51.22	72.48	cour-se	
truc	truc	51.15	381.34	truc	
abri	abri	51.08	25.90	a-bri	
caisse	caisse	51.01	38.03	cais-se	
diable	diable	51.01	93.34	dia-ble	
points	point	51.01	225.32	points	
éclat	éclat	50.95	14.28	é-clat	
sentiments	sentiment	50.88	75.72	sen-ti-ments	
immeuble	immeuble	50.88	30.03	im-meu-ble	
aise	aise	50.81	32.73	ai-se	
bonjour	bonjour	50.74	570.57	bon-jour	
discours	discours	50.54	42.75	dis-cours	
preuve	preuve	50.54	107.54	preu-ve	
radio	radio	50.54	78.23	ra-dio	
paysage	paysage	50.47	13.19	pay-sa-ge	
cartes	carte	50.47	144.96	car-tes	
hôpital	hôpital	50.41	133.15	hô-pi-tal	
mec	mec	50.41	325.54	mec	
nuages	nuage	50.34	30.27	nua-ges	
soie	soie	50.00	10.38	soie	
jambe	jambe	49.93	113.82	jam-be	
copains	copain	49.93	158.62	co-pains	
creux	creux	49.93	2.83	creux	
balles	balle	49.86	122.07	bal-les	
curiosité	curiosité	49.80	14.01	cu-rio-si-té	
matière	matière	49.80	16.99	ma-tiè-re	
montagne	montagne	49.80	62.01	mon-ta-gne	
personnage	personnage	49.80	31.62	per-son-na-ge	
os	os	49.73	40.77	os	
est	est	49.73	81.74	est	
août	août	49.66	12.65	août	
grâce	grâce	49.66	34.59	grâ-ce	
membres	membre	49.66	56.06	mem-bres	
maladie	maladie	49.59	66.04	ma-la-die	
film	film	49.53	252.66	film	
naissance	naissance	49.53	39.72	nais-san-ce	
professeur	professeur	49.53	98.55	pro-fes-seur	
haine	haine	49.39	33.10	hai-ne	
son	son	49.32	47.51	son	
lueur	lueur	49.12	6.65	lueur	
seuil	seuil	48.85	5.49	seuil	
bleu	bleu	48.85	26.12	bleu	
sacs	sac	48.78	124.60	sacs	
moyen	moyen	48.72	83.47	moyen	
obscurité	obscurité	48.65	14.33	obs-cu-ri-té	
miroir	miroir	48.58	28.35	mi-roir	
gloire	gloire	48.51	35.27	gloi-re	
nuque	nuque	48.51	7.80	nu-que	
alliés	allié	48.51	11.64	al-liés	
cuisses	cuisse	48.51	12.73	cuis-ses	
rêves	rêve	48.38	158.75	rê-ves	
vieille	vieux	48.31	145.73	vieil-le	
banc	banc	48.31	10.76	banc	
mine	mine	48.18	48.08	mi-ne	
mouvements	mouvement	48.18	40.33	mou-ve-ments	
expérience	expérience	48.11	72.04	ex-pé-rien-ce	
oiseau	oiseau	47.97	77.73	oi-seau	
poing	poing	47.97	17.52	poing	
émotion	émotion	47.97	26.33	é-mo-tion	
décision	décision	47.77	66.48	dé-ci-sion	
défense	défense	47.77	50.94	dé-fen-se	
barbe	barbe	47.70	24.15	bar-be	
chaussures	chaussure	47.70	73.58	chaus-su-res	
dernier	dernier	47.70	77.22	der-nier	
commandant	commandant	47.64	55.24	com-man-dant	
juillet	juillet	47.57	11.97	juil-let	
caractère	caractère	47.50	18.86	ca-rac-tè-re	
génie	génie	47.43	38.01	gé-nie	
maîtresse	maîtresse	47.43	26.59	maî-tres-se	
valise	valise	47.43	50.99	va-li-se	
animal	animal	47.23	80.50	a-ni-mal	
couple	couple	47.23	49.62	cou-ple	
ferme	ferme	47.23	76.86	fer-me	
mode	mode	46.96	31.67	mo-de	
tristesse	tristesse	46.96	13.39	tris-tes-se	
éléments	élément	46.89	24.03	é-lé-ments	
angle	angle	46.89	13.29	an-gle	
arrêt	arrêt	46.82	50.88	ar-rêt	
avion	avion	46.82	128.35	a-vion	
amant	amant	46.76	35.03	a-mant	
curé	curé	46.62	15.73	cu-ré	
fortune	fortune	46.49	33.62	for-tu-ne	
sexe	sexe	46.49	52.09	sexe	
feuille	feuille	46.35	30.10	feuil-le	
joue	joue	46.35	32.28	joue	
plafond	plafond	46.35	10.34	pla-fond	
justice	justice	46.22	50.96	jus-ti-ce	
millions	million	46.22	124.70	mil-lions	
soldat	soldat	46.22	107.92	sol-dat	
siège	siège	46.08	29.44	siè-ge	
pomme	pomme	46.08	42.35	pom-me	
mai	mai	45.88	24.34	mai	
imagination	imagination	45.81	27.64	i-ma-gi-na-tion	
condition	condition	45.81	46.73	con-di-tion	
conditions	condition	45.81	46.73	con-di-tions	
plateau	plateau	45.74	17.17	pla-teau	
hippo	hippo	45.61	0.41		
magasin	magasin	45.61	60.62	ma-ga-sin	
crainte	crainte	45.61	14.54	crain-te	
désespoir	désespoir	45.47	10.62	dé-ses-poir	
con	con	45.41	122.62	con	
soin	soin	45.41	71.99	soin	
êtres	être	45.20	100.69	ê-tres	
petite	petit	45.20	221.75	pe-ti-te	
dames	dame	45.20	111.20	da-mes	
danger	danger	45.20	80.61	dan-ger	
style	style	45.14	32.34	sty-le	
libération	libération	44.86	8.43	li-bé-ra-tion	
hâte	hâte	44.80	18.83	hâ-te	
balle	balle	44.73	122.07	bal-le	
linge	linge	44.53	17.04	lin-ge	
loi	loi	44.46	110.12	loi	
poches	poche	44.46	49.65	po-ches	
soeurs	soeur	44.46	184.99	soeurs	
couteau	couteau	44.26	58.15	cou-teau	
plat	plat	44.26	30.24	plat	
thé	thé	44.19	69.01	thé	
chauffeur	chauffeur	44.19	40.59	chauf-feur	
costume	costume	44.19	51.42	cos-tu-me	
dépit	dépit	44.12	5.82	dé-pit	
puissance	puissance	44.12	33.69	puis-san-ce	
rage	rage	44.12	15.97	ra-ge	
bonne	bonne	43.99	59.44	bon-ne	
adresse	adresse	43.92	73.92	a-dres-se	
grille	grille	43.85	11.01	gril-le	
rapports	rapport	43.72	140.08	rap-ports	
rideau	rideau	43.65	19.11	ri-deau	
charme	charme	43.65	22.92	char-me	
héros	héros	43.65	76.58	hé-ros	
repos	repos	43.58	42.29	re-pos	
septembre	septembre	43.58	16.01	sep-tem-bre	
commandement	commandement	43.51	20.47	com-man-de-ment	
retard	retard	43.45	126.45	re-tard	
seul	seul	43.38	102.45	seul	
études	étude	43.38	44.22	é-tu-des	
officiers	officier	43.38	55.35	of-fi-ciers	
chaîne	chaîne	43.24	38.80	chaî-ne	
bain	bain	43.11	74.48	bain	
vers	vers	43.04	29.91	vers	
automne	automne	42.97	16.91	au-tom-ne	
fleur	fleur	42.97	99.75	fleur	
paille	paille	42.97	9.43	pail-le	
poil	poil	42.91	39.33	poil	
rires	rire	42.91	38.88	ri-res	
colonel	colonel	42.91	103.70	co-lo-nel	
ombres	ombre	42.84	45.67	om-bres	
qualité	qualité	42.70	29.13	qua-li-té	
jeux	jeu	42.64	190.44	jeux	
rythme	rythme	42.57	20.43	ry-th-me	
promenade	promenade	42.43	15.34	pro-me-na-de	
respect	respect	42.43	54.78	res-pect	
cercle	cercle	42.43	21.77	cer-cle	
mission	mission	42.36	85.24	mis-sion	
usage	usage	42.30	14.45	u-sa-ge	
système	système	42.23	76.92	sys-tè-me	
meubles	meuble	42.23	19.48	meu-bles	
circonstances	circonstance	42.23	21.80	cir-cons-tan-ces	
relations	relation	42.16	74.95	re-la-tions	
lecture	lecture	42.16	15.80	lec-tu-re	
fruits	fruit	42.09	39.45	fruits	
cave	cave	42.09	22.40	ca-ve	
signes	signe	42.09	82.73	si-gnes	
eaux	eau	42.03	305.74	eaux	
métal	métal	41.82	14.36	mé-tal	
montre	montre	41.62	48.40	mon-tre	
clients	client	41.62	112.12	clients	
flics	flic	41.49	153.50	flics	
marbre	marbre	41.49	7.31	mar-bre	
morceaux	morceau	41.49	64.78	mor-ceaux	
opération	opération	41.42	61.94	o-pé-ra-tion	
inquiétude	inquiétude	41.35	10.04	in-quié-tu-de	
viande	viande	41.35	44.43	vian-de	
tabac	tabac	41.28	16.00	ta-bac	
villes	ville	41.28	295.14	vil-les	
vitre	vitre	41.28	16.35	vi-tre	
moteur	moteur	41.28	33.63	mo-teur	
taxi	taxi	41.22	63.77	taxi	
vol	vol	41.22	82.42	vol	
révolution	révolution	41.08	25.00	ré-vo-lu-tion	
revanche	revanche	41.01	13.81	re-van-che	
couverture	couverture	41.01	34.39	cou-ver-tu-re	
draps	drap	40.95	19.22	draps	
savoir	savoir	40.95	37.32	sa-voir	
traces	trace	40.95	60.18	tra-ces	
avenue	avenue	40.81	8.70	a-ve-nue	
valeur	valeur	40.74	45.40	va-leur	
grange	grange	40.74	7.33	gran-ge	
presse	presse	40.68	45.77	pres-se	
secours	secours	40.47	70.36	se-cours	
milliers	millier	40.07	37.94	mil-liers	
métro	métro	40.00	18.17	mé-tro	
ailes	aile	40.00	33.45	ai-les	
bains	bain	39.93	74.48	bains	
photos	photo	39.93	209.10	pho-to-s	
recherche	recherche	39.93	77.30	re-cher-che	
projet	projet	39.86	69.59	pro-jet	
cimetière	cimetière	39.86	31.34	ci-me-tiè-re	
plaine	plaine	39.86	3.52	plai-ne	
problèmes	problème	39.80	520.07	pro-blè-mes	
souci	souci	39.80	49.47	sou-ci	
alcool	alcool	39.73	41.30	al-cool	
boîtes	boîte	39.73	88.81	boî-tes	
comptoir	comptoir	39.53	8.66	comp-toir	
mystère	mystère	39.53	28.03	mys-tè-re	
misère	misère	39.46	18.77	mi-sè-re	
travaux	travail	39.46	389.83	tra-vaux	
trace	trace	39.32	60.18	tra-ce	
fleuve	fleuve	39.32	21.58	fleu-ve	
fusil	fusil	39.32	48.61	fu-sil	
note	note	39.32	62.82	no-te	
pente	pente	39.19	4.82	pen-te	
portrait	portrait	39.19	25.73	por-trait	
désordre	désordre	39.12	13.64	dé-sor-dre	
cousin	cousin	39.05	73.87	cou-sin	
région	région	39.05	28.16	ré-gion	
équilibre	équilibre	39.05	10.66	é-qui-li-bre	
réserve	réserve	38.99	21.11	ré-ser-ve	
sourcils	sourcil	38.99	5.85	sour-cils	
mieux	mieux	38.99	54.12	mieux	
sécurité	sécurité	38.92	113.17	sé-cu-ri-té	
restaurant	restaurant	38.85	50.04	res-tau-rant	
sommet	sommet	38.85	17.44	som-met	
camarade	camarade	38.85	77.81	ca-ma-ra-de	
décor	décor	38.78	8.38	dé-cor	
enfer	enfer	38.78	88.86	en-fer	
retraite	retraite	38.78	39.45	re-trai-te	
formes	forme	38.78	94.19	for-mes	
fesses	fesse	38.72	36.32	fes-ses	
parc	parc	38.72	32.85	parc	
chagrin	chagrin	38.72	21.61	cha-grin	
tables	table	38.72	118.37	ta-bles	
uniforme	uniforme	38.72	31.01	u-ni-for-me	
journées	journée	38.65	174.89	jour-nées	
luxe	luxe	38.65	15.62	luxe	
différence	différence	38.65	55.88	dif-fé-ren-ce	
armoire	armoire	38.58	9.79	ar-moi-re	
secrétaire	secrétaire	38.58	31.22	se-cré-tai-re	
fièvre	fièvre	38.58	25.00	fiè-vre	
efforts	effort	38.45	42.70	ef-forts	
flamme	flamme	38.38	26.93	flam-me	
accent	accent	38.31	14.56	ac-cent	
boule	boule	38.31	30.68	bou-le	
ennui	ennui	38.24	76.64	en-nui	
maréchal	maréchal	38.24	2.84	ma-ré-chal	
types	type	38.24	334.85	ty-pes	
vague	vague	38.18	21.59	va-gue	
chats	chat	38.11	93.00	chats	
messieurs	monsieur	38.11	739.12	mes-sieurs	
notes	note	38.11	62.82	no-tes	
indifférence	indifférence	38.04	3.62	in-dif-fé-ren-ce	
rideaux	rideau	37.97	19.11	ri-deaux	
crise	crise	37.97	50.15	cri-se	
détail	détail	37.97	55.78	dé-tail	
domaine	domaine	37.91	21.57	do-mai-ne	
public	public	37.91	46.97	pu-blic	
trait	trait	37.91	15.86	trait	
récit	récit	37.84	9.89	ré-cit	
erreur	erreur	37.84	124.15	er-reur	
rigueur	rigueur	37.77	4.87	ri-gueur	
vieillard	vieillard	37.77	11.75	vieil-lard	
évidence	évidence	37.77	11.47	é-vi-den-ce	
dehors	dehors	37.64	17.57	de-hors	
choc	choc	37.57	31.46	choc	
élan	élan	37.57	5.66	é-lan	
drifter	drifter	37.50	0.05	drif-ter	
cigarettes	cigarette	37.36	65.57	ci-ga-ret-tes	
lutte	lutte	37.36	23.18	lut-te	
taches	tache	37.36	21.04	ta-ches	
rang	rang	37.16	28.21	rang	
toits	toit	37.16	49.01	toits	
personnages	personnage	37.16	31.62	per-son-na-ges	
jardins	jardin	37.09	60.21	jar-dins	
arme	arme	37.09	220.22	ar-me	
certitude	certitude	37.09	10.18	cer-ti-tu-de	
satisfaction	satisfaction	37.09	7.37	sa-tis-fac-tion	
sensation	sensation	37.09	17.26	sen-sa-tion	
môme	môme	37.03	28.15	mô-me	
solution	solution	36.89	61.96	so-lu-tion	
talons	talon	36.89	11.72	ta-lons	
prétexte	prétexte	36.82	14.04	pré-tex-te	
séjour	séjour	36.82	16.60	sé-jour	
littérature	littérature	36.82	8.48	lit-té-ra-tu-re	
bibliothèque	bibliothèque	36.82	19.86	bi-blio-thè-que	
désert	désert	36.76	27.66	dé-sert	
feux	feu	36.76	233.96	feux	
routes	route	36.69	166.72	rou-tes	
régime	régime	36.69	19.43	ré-gi-me	
trucs	truc	36.62	381.34	trucs	
groupes	groupe	36.62	104.38	grou-pes	
accident	accident	36.62	108.21	ac-ci-dent	
date	date	36.62	31.41	da-te	
mépris	mépris	36.55	7.39	mé-pris	
rivière	rivière	36.49	32.73	ri-viè-re	
services	service	36.49	187.67	ser-vi-ces	
lycée	lycée	36.42	42.56	ly-cée	
bottes	botte	36.42	32.19	bot-tes	
poignée	poignée	36.35	13.61	poi-gnée	
manque	manque	36.28	24.77	man-que	
octobre	octobre	36.28	11.78	oc-to-bre	
pommes	pomme	36.28	42.35	pom-mes	
assiette	assiette	36.28	21.24	as-siet-te	
cheminée	cheminée	36.28	11.39	che-mi-née	
bébé	bébé	36.22	191.63	bé-bé	
robes	robe	36.22	84.43	ro-bes	
huile	huile	36.22	22.68	hui-le	
intelligence	intelligence	36.22	18.41	in-tel-li-gen-ce	
atmosphère	atmosphère	36.15	13.85	at-mo-sphè-re	
allée	allée	36.08	12.17	al-lée	
charge	charge	36.08	32.86	char-ge	
mise	mise	36.08	32.05	mi-se	
territoire	territoire	36.08	19.09	ter-ri-toi-re	
élèves	élève	36.08	36.84	é-lè-ves	
revoir	revoir	36.01	262.05	re-voir	
aspect	aspect	36.01	12.78	as-pect	
boutique	boutique	36.01	26.53	bou-ti-que	
langage	langage	36.01	16.68	lan-ga-ge	
tâche	tâche	35.95	31.01	tâ-che	
saint	saint	35.88	39.85	saint	
velours	velours	35.88	4.31	ve-lours	
acte	acte	35.88	56.81	ac-te	
appareil	appareil	35.88	51.53	ap-pa-reil	
atelier	atelier	35.88	16.95	a-te-lier	
brume	brume	35.88	5.07	bru-me	
empereur	empereur	35.88	25.55	em-pe-reur	
chapitre	chapitre	35.81	13.00	cha-pi-tre	
odeurs	odeur	35.81	49.57	o-deurs	
soupe	soupe	35.74	32.26	sou-pe	
officier	officier	35.68	55.35	of-fi-cier	
large	large	35.61	8.63	lar-ge	
lumières	lumière	35.61	134.83	lu-miè-res	
clef	clef	35.61	24.32	clef	
saison	saison	35.54	31.95	sai-son	
soirs	soir	35.41	575.70	soirs	
source	source	35.41	46.44	sour-ce	
série	série	35.41	36.53	sé-rie	
vagues	vague	35.41	21.59	va-gues	
manche	manche	35.41	14.25	man-che	
animaux	animal	35.41	80.50	a-ni-maux	
bière	bière	35.34	81.67	biè-re	
cellule	cellule	35.34	42.98	cel-lu-le	
ongles	ongle	35.34	20.37	on-gles	
soif	soif	35.27	31.82	soif	
chute	chute	35.27	25.15	chu-te	
demande	demande	35.27	64.64	de-man-de	
dossier	dossier	35.14	78.91	dos-sier	
rive	rive	35.14	7.92	ri-ve	
fraîcheur	fraîcheur	35.00	3.24	fraî-cheur	
clé	clé	35.00	118.13	clé	
vitres	vitre	34.93	16.35	vi-tres	
terme	terme	34.86	37.67	ter-me	
cage	cage	34.86	18.30	ca-ge	
dessin	dessin	34.86	29.60	des-sin	
laine	laine	34.86	6.41	lai-ne	
piste	piste	34.86	51.77	pis-te	
carton	carton	34.80	16.01	car-ton	
volets	volet	34.66	5.93	vo-lets	
télégramme	télégramme	34.59	11.44	té-lé-gram-me	
nouvelle	nouveau	34.46	229.97	nou-vel-le	
ouvriers	ouvrier	34.46	23.93	ou-vriers	
mémé	mémé	34.39	8.21	mé-mé	
casquette	casquette	34.39	9.73	cas-quet-te	
zone	zone	34.39	53.94	zo-ne	
organisation	organisation	34.32	20.97	or-ga-ni-sa-tion	
apparence	apparence	34.32	17.64	ap-pa-ren-ce	
compagnon	compagnon	34.26	22.20	com-pa-gnon	
samedi	samedi	34.26	46.53	sa-me-di	
origine	origine	34.19	28.07	o-ri-gi-ne	
gosse	gosse	34.12	109.96	gos-se	
miracle	miracle	34.12	56.89	mi-ra-cle	
jupe	jupe	34.05	12.76	ju-pe	
copain	copain	34.05	158.62	co-pain	
gouttes	goutte	33.99	28.03	gout-tes	
chemins	chemin	33.92	125.18	che-mins	
tache	tache	33.92	21.04	ta-che	
étranger	étranger	33.85	59.32	é-tran-ger	
sortes	sorte	33.78	114.73	sor-tes	
vision	vision	33.78	35.48	vi-sion	
enthousiasme	enthousiasme	33.72	7.09	en-thou-sias-me	
bouteilles	bouteille	33.65	57.24	bou-teil-les	
coupe	coupe	33.58	33.02	cou-pe	
putain	putain	33.58	306.74	pu-tain	
souffrance	souffrance	33.58	30.02	souf-fran-ce	
volant	volant	33.51	19.65	vo-lant	
flammes	flamme	33.45	26.93	flam-mes	
esprits	esprit	33.45	155.82	es-prits	
acier	acier	33.38	13.88	a-cier	
chefs	chef	33.38	205.26	chef-s	
plume	plume	33.38	15.29	plu-me	
voisins	voisin	33.31	56.00	voi-sins	
mme	mme	33.24	81.64	m-me	
opinion	opinion	33.24	33.89	o-pi-nion	
orgueil	orgueil	33.24	11.56	or-gueil	
chambres	chambre	33.24	288.64	cham-bres	
coude	coude	33.24	10.19	cou-de	
drap	drap	33.18	19.22	drap	
portée	portée	33.18	13.38	por-tée	
impatience	impatience	33.11	7.59	im-pa-tien-ce	
poils	poil	33.11	39.33	poils	
novembre	novembre	33.04	8.79	no-vem-bre	
carrière	carrière	33.04	36.54	car-riè-re	
devoir	devoir	33.04	63.59	de-voir	
balcon	balcon	32.97	10.53	bal-con	
patience	patience	32.97	30.68	pa-tien-ce	
lac	lac	32.84	31.16	lac	
brouillard	brouillard	32.84	10.88	brouil-lard	
cadeau	cadeau	32.77	125.79	ca-deau	
familles	famille	32.70	384.92	fa-mil-les	
messe	messe	32.70	18.36	mes-se	
vrai	vrai	32.70	37.58	vrai	
boulot	boulot	32.57	202.97	bou-lot	
drame	drame	32.50	14.87	dra-me	
écho	écho	32.50	6.65	é-cho	
écrivain	écrivain	32.43	24.57	é-cri-vain	
dignité	dignité	32.43	14.61	di-gni-té	
herbes	herbe	32.43	34.81	her-bes	
index	index	32.43	2.18	in-dex	
chapelle	chapelle	32.36	7.42	cha-pel-le	
admiration	admiration	32.30	4.54	ad-mi-ra-tion	
auteur	auteur	32.30	23.52	au-teur	
cadavre	cadavre	32.30	47.75	ca-da-vre	
pot	pot	32.30	29.89	pot	
quant	quant	32.30	7.94	quant	
reins	rein	32.30	13.96	reins	
toilette	toilette	32.30	62.84	toi-let-te	
troupe	troupe	32.30	30.93	trou-pe	
trous	trou	32.30	90.72	trous	
écart	écart	32.30	14.71	é-cart	
sein	sein	32.23	44.90	sein	
billet	billet	32.23	83.87	bil-let	
ceinture	ceinture	32.23	22.57	cein-tu-re	
matinée	matinée	32.23	12.51	ma-ti-née	
tableaux	tableau	32.16	50.11	ta-bleaux	
coins	coin	32.16	99.51	coins	
armées	armée	32.09	101.07	ar-mées	
commissaire	commissaire	32.09	43.39	com-mis-sai-re	
période	période	32.09	25.65	pé-rio-de	
terres	terre	32.03	294.45	ter-res	
écriture	écriture	32.03	13.65	é-cri-tu-re	
montagnes	montagne	32.03	62.01	mon-ta-gnes	
avril	avril	32.03	11.23	a-vril	
base	base	31.96	59.22	ba-se	
chaises	chaise	31.96	40.02	chai-ses	
nation	nation	31.96	24.80	na-tion	
pire	pire	31.89	47.19	pi-re	
semblant	semblant	31.89	25.63	sem-blant	
vert	vert	31.89	10.91	vert	
éclats	éclat	31.82	14.28	é-clats	
fuite	fuite	31.82	29.09	fui-te	
obus	obus	31.82	5.13	o-bus	
corde	corde	31.76	38.57	cor-de	
article	article	31.69	44.45	ar-ti-cle	
concours	concours	31.69	23.89	con-cours	
conviction	conviction	31.49	13.32	con-vic-tion	
texte	texte	31.42	20.42	tex-te	
mars	mars	31.42	9.75	mars	
billets	billet	31.35	83.87	bil-lets	
troisième	troisième	31.35	14.60	troi-siè-me	
virginie	virginie	31.28	0.11	vir-gi-nie	
abbé	abbé	31.28	4.46	ab-bé	
centaines	centaine	31.28	29.22	cen-tai-nes	
avions	avion	31.22	128.35	a-vions	
conversations	conversation	31.22	42.17	con-ver-sa-tions	
manivelle	manivelle	31.22	1.55	ma-ni-vel-le	
peintre	peintre	31.22	17.02	pein-tre	
i	i	31.15	71.21	i	
message	message	31.15	117.11	mes-sa-ge	
décembre	décembre	31.15	8.55	dé-cem-bre	
assemblée	assemblée	31.08	7.34	as-sem-blée	
talent	talent	31.08	44.17	ta-lent	
sel	sel	31.01	21.83	sel	
instinct	instinct	31.01	16.95	ins-tinct	
flic	flic	30.95	153.50	flic	
éternité	éternité	30.95	18.20	é-ter-ni-té	
principe	principe	30.88	26.36	prin-ci-pe	
religion	religion	30.88	24.68	re-li-gion	
souliers	soulier	30.88	9.76	sou-liers	
juifs	juif	30.88	45.32	juif-s	
niveau	niveau	30.74	50.70	ni-veau	
étonnement	étonnement	30.74	1.28	é-ton-ne-ment	
bords	bord	30.74	79.90	bord-s	
cuivre	cuivre	30.68	5.64	cui-vre	
chocolat	chocolat	30.61	31.03	cho-co-lat	
fureur	fureur	30.61	7.87	fu-reur	
janvier	janvier	30.61	8.34	jan-vier	
muscles	muscle	30.61	15.61	mus-cles	
orage	orage	30.61	17.14	o-ra-ge	
places	place	30.61	301.30	pla-ces	
sucre	sucre	30.54	32.01	su-cre	
rose	rose	30.34	24.67	ro-se	
amours	amour	30.34	458.27	a-mours	
auto	auto	30.34	18.66	au-to	
carrefour	carrefour	30.34	5.40	car-re-four	
goutte	goutte	30.34	28.03	gout-te	
faits	fait	30.27	412.07	faits	
illusion	illusion	30.27	19.14	il-lu-sion	
risque	risque	30.27	69.33	ris-que	
voile	voile	30.27	20.51	voi-le	
camion	camion	30.27	59.46	ca-mion	
don	don	30.27	43.78	don	
estomac	estomac	30.14	23.56	es-to-mac	
jeunes	jeune	30.14	54.68	jeu-nes	
poisson	poisson	30.14	81.51	pois-son	
projets	projet	30.14	69.59	pro-jets	
vallée	vallée	30.14	13.54	val-lée	
colline	colline	30.07	26.39	col-li-ne	
gros	gros	30.07	29.25	gros	
prière	prière	30.00	32.73	priè-re	
reine	reine	30.00	59.05	rei-ne	
second	second	30.00	11.09	se-cond	
aventures	aventure	30.00	29.66	a-ven-tu-res	
courses	course	30.00	72.48	cour-ses	
directeur	directeur	30.00	64.71	di-rec-teur	
attaque	attaque	29.93	59.92	at-ta-que	
barque	barque	29.93	10.40	bar-que	
cabine	cabine	29.86	20.00	ca-bi-ne	
champagne	champagne	29.86	32.49	cham-pa-gne	
pouce	pouce	29.86	15.72	pou-ce	
étoile	étoile	29.80	54.63	é-toi-le	
frais	frais	29.80	26.81	frais	
juge	juge	29.80	66.45	ju-ge	
minuit	minuit	29.80	38.51	mi-nuit	
oeufs	oeuf	29.80	39.40	oeuf-s	
paysans	paysan	29.80	23.29	pay-sans	
airs	air	29.80	485.18	airs	
cabinet	cabinet	29.80	21.97	ca-bi-net	
cadre	cadre	29.80	13.53	ca-dre	
division	division	29.73	13.07	di-vi-sion	
progrès	progrès	29.73	18.52	pro-grès	
façade	façade	29.66	4.60	fa-ça-de	
fierté	fierté	29.66	13.58	fier-té	
flot	flot	29.59	10.28	flot	
proie	proie	29.59	10.61	proie	
voyages	voyage	29.53	123.17	voya-ges	
affection	affection	29.53	13.06	af-fec-tion	
flanc	flanc	29.53	5.57	flanc	
dessous	dessous	29.46	18.14	des-sous	
prêtre	prêtre	29.39	51.69	prê-tre	
pauvre	pauvre	29.39	68.54	pau-vre	
plancher	plancher	29.39	7.50	plan-cher	
crime	crime	29.32	104.07	cri-me	
regret	regret	29.32	13.77	re-gret	
ménage	ménage	29.26	29.46	mé-na-ge	
portière	portier	29.19	8.23	por-tiè-re	
union	union	29.19	19.14	u-nion	
danse	danse	29.19	51.23	dan-se	
ennemis	ennemi	29.19	92.37	en-ne-mis	
chatte	chat	29.12	93.00	chat-te	
commerce	commerce	29.05	19.57	com-mer-ce	
entreprise	entreprise	29.05	28.36	en-tre-pri-se	
fou	fou	29.05	94.17	fou	
e	e	28.99	60.91	e	
cerveau	cerveau	28.92	61.59	cer-veau	
dire	dire	28.92	53.88	di-re	
endroits	endroit	28.92	218.24	en-droits	
moustache	moustache	28.92	12.79	mous-ta-che	
explication	explication	28.85	31.74	ex-pli-ca-tion	
mouchoir	mouchoir	28.85	11.53	mou-choir	
artiste	artiste	28.85	40.78	ar-tis-te	
compagnons	compagnon	28.85	22.20	com-pa-gnons	
voisin	voisin	28.85	56.00	voi-sin	
nécessité	nécessité	28.78	5.93	né-ces-si-té	
opérations	opération	28.78	61.94	o-pé-ra-tions	
client	client	28.78	112.12	client	
essentiel	essentiel	28.78	11.64	es-sen-tiel	
race	race	28.72	30.56	ra-ce	
respiration	respiration	28.65	9.56	res-pi-ra-tion	
sous	sou	28.65	35.98	sous	
apparition	apparition	28.65	8.02	ap-pa-ri-tion	
appui	appui	28.65	8.81	ap-pui	
baiser	baiser	28.65	52.17	bai-ser	
canon	canon	28.65	22.22	ca-non	
encre	encre	28.65	6.81	en-cre	
gaz	gaz	28.65	36.33	gaz	
oubli	oubli	28.65	8.02	ou-bli	
patrie	patrie	28.65	23.36	pa-trie	
mélange	mélange	28.58	9.90	mé-lan-ge	
piano	piano	28.51	22.22	pia-no	
blouse	blouse	28.51	5.68	blou-se	
sentier	sentier	28.45	5.72	sen-tier	
tours	tour	28.45	193.82	tours	
victime	victime	28.45	106.25	vic-ti-me	
masque	masque	28.45	29.18	mas-que	
chant	chant	28.38	25.90	chant	
sud	sud	28.38	23.95	sud	
témoin	témoin	28.38	74.78	té-moin	
bloc	bloc	28.31	17.28	bloc	
clarté	clarté	28.24	4.62	clar-té	
carreaux	carreau	28.18	8.10	car-reaux	
mouches	mouche	28.18	24.65	mou-ches	
poings	poing	28.11	17.52	poing-s	
gants	gant	28.04	25.02	gants	
gré	gré	28.04	11.36	gré	
navire	navire	28.04	21.98	na-vi-re	
paradis	paradis	28.04	33.23	pa-ra-dis	
pénombre	pénombre	28.04	1.23	pé-nom-bre	
rayons	rayon	28.04	27.00	rayons	
reprises	reprise	28.04	6.23	re-pri-ses	
usine	usine	28.04	51.59	u-si-ne	
échelle	échelle	28.04	14.09	é-chel-le	
tenue	tenue	27.97	21.96	te-nue	
dieux	dieu	27.97	903.41	dieux	
dégoût	dégoût	27.97	6.02	dé-goût	
disposition	disposition	27.91	14.99	dis-po-si-tion	
règle	règle	27.91	79.51	rè-gle	
épreuve	épreuve	27.91	23.43	é-preu-ve	
palier	palier	27.91	3.47	pa-lier	
lois	loi	27.84	110.12	lois	
ouest	ouest	27.77	27.79	ouest	
difficultés	difficulté	27.77	15.74	dif-fi-cul-tés	
essence	essence	27.77	33.24	es-sen-ce	
